race_id,date,jcd,venue,race_no,waku,reg_no,player_name,branch,age,grade,motor_no,boat_no,rank,result_time,course,st,payout,weather
202301010902,2023-01-01,09,津,2,4,1,1,5,,,3,2,,,,,"勝式 組番 払戻金 人気 3連単 2 - 4 - 6 ¥9,630 23 3連複 2 = 4 = 6 ¥1,720 5 2連単 2 - 4 ¥3,470 9 2連複 2 = 4 ¥1,460 6 拡連複 2 = 4 ¥310 2 2 = 6 ¥380 5 4 = 6 ¥1,870 13 単勝 2 ¥260 複勝 2 ¥250 4 ¥510",水面気象情報 気温 11.0℃ 晴 風速 4m 水温 6.0℃ 波高 2cm スタンド
202301010902,2023-01-01,09,津,2,5,4,4,2,,,1,,,,,,"勝式 組番 払戻金 人気 3連単 2 - 4 - 6 ¥9,630 23 3連複 2 = 4 = 6 ¥1,720 5 2連単 2 - 4 ¥3,470 9 2連複 2 = 4 ¥1,460 6 拡連複 2 = 4 ¥310 2 2 = 6 ¥380 5 4 = 6 ¥1,870 13 単勝 2 ¥260 複勝 2 ¥250 4 ¥510",水面気象情報 気温 11.0℃ 晴 風速 4m 水温 6.0℃ 波高 2cm スタンド
202301010902,2023-01-01,09,津,2,6,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 2 - 4 - 6 ¥9,630 23 3連複 2 = 4 = 6 ¥1,720 5 2連単 2 - 4 ¥3,470 9 2連複 2 = 4 ¥1,460 6 拡連複 2 = 4 ¥310 2 2 = 6 ¥380 5 4 = 6 ¥1,870 13 単勝 2 ¥260 複勝 2 ¥250 4 ¥510",水面気象情報 気温 11.0℃ 晴 風速 4m 水温 6.0℃ 波高 2cm スタンド
202301010903,2023-01-01,09,津,3,1,3,3,,,,6,3,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 3 ¥2,700 5 3連複 3 = 4 = 5 ¥520 2 2連単 4 - 5 ¥1,180 5 2連複 4 = 5 ¥1,040 6 拡連複 4 = 5 ¥170 2 3 = 4 ¥150 1 3 = 5 ¥250 6 単勝 4 ¥470 複勝 4 ¥170 5 ¥260",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010903,2023-01-01,09,津,3,2,2,2,,,,5,6,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 3 ¥2,700 5 3連複 3 = 4 = 5 ¥520 2 2連単 4 - 5 ¥1,180 5 2連複 4 = 5 ¥1,040 6 拡連複 4 = 5 ¥170 2 3 = 4 ¥150 1 3 = 5 ¥250 6 単勝 4 ¥470 複勝 4 ¥170 5 ¥260",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010903,2023-01-01,09,津,3,3,2,2,,,,5,1,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 3 ¥2,700 5 3連複 3 = 4 = 5 ¥520 2 2連単 4 - 5 ¥1,180 5 2連複 4 = 5 ¥1,040 6 拡連複 4 = 5 ¥170 2 3 = 4 ¥150 1 3 = 5 ¥250 6 単勝 4 ¥470 複勝 4 ¥170 5 ¥260",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010903,2023-01-01,09,津,3,4,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 3 ¥2,700 5 3連複 3 = 4 = 5 ¥520 2 2連単 4 - 5 ¥1,180 5 2連複 4 = 5 ¥1,040 6 拡連複 4 = 5 ¥170 2 3 = 4 ¥150 1 3 = 5 ¥250 6 単勝 4 ¥470 複勝 4 ¥170 5 ¥260",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010903,2023-01-01,09,津,3,5,6,6,6,,,6,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 3 ¥2,700 5 3連複 3 = 4 = 5 ¥520 2 2連単 4 - 5 ¥1,180 5 2連複 4 = 5 ¥1,040 6 拡連複 4 = 5 ¥170 2 3 = 4 ¥150 1 3 = 5 ¥250 6 単勝 4 ¥470 複勝 4 ¥170 5 ¥260",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010903,2023-01-01,09,津,3,6,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 3 ¥2,700 5 3連複 3 = 4 = 5 ¥520 2 2連単 4 - 5 ¥1,180 5 2連複 4 = 5 ¥1,040 6 拡連複 4 = 5 ¥170 2 3 = 4 ¥150 1 3 = 5 ¥250 6 単勝 4 ¥470 複勝 4 ¥170 5 ¥260",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010904,2023-01-01,09,津,4,1,1,1,2,,,2,,,,,,"勝式 組番 払戻金 人気 3連単 3 - 5 - 1 ¥10,630 48 3連複 1 = 3 = 5 ¥1,610 8 2連単 3 - 5 ¥2,450 13 2連複 3 = 5 ¥1,360 7 拡連複 3 = 5 ¥500 9 1 = 3 ¥370 6 1 = 5 ¥500 9 単勝 3 ¥740 複勝 3 ¥220 5 ¥630",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010904,2023-01-01,09,津,4,2,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 3 - 5 - 1 ¥10,630 48 3連複 1 = 3 = 5 ¥1,610 8 2連単 3 - 5 ¥2,450 13 2連複 3 = 5 ¥1,360 7 拡連複 3 = 5 ¥500 9 1 = 3 ¥370 6 1 = 5 ¥500 9 単勝 3 ¥740 複勝 3 ¥220 5 ¥630",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010904,2023-01-01,09,津,4,3,2,2,5,,,4,4,,,,,"勝式 組番 払戻金 人気 3連単 3 - 5 - 1 ¥10,630 48 3連複 1 = 3 = 5 ¥1,610 8 2連単 3 - 5 ¥2,450 13 2連複 3 = 5 ¥1,360 7 拡連複 3 = 5 ¥500 9 1 = 3 ¥370 6 1 = 5 ¥500 9 単勝 3 ¥740 複勝 3 ¥220 5 ¥630",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010904,2023-01-01,09,津,4,4,1,1,2,,,3,6,,,,,"勝式 組番 払戻金 人気 3連単 3 - 5 - 1 ¥10,630 48 3連複 1 = 3 = 5 ¥1,610 8 2連単 3 - 5 ¥2,450 13 2連複 3 = 5 ¥1,360 7 拡連複 3 = 5 ¥500 9 1 = 3 ¥370 6 1 = 5 ¥500 9 単勝 3 ¥740 複勝 3 ¥220 5 ¥630",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010904,2023-01-01,09,津,4,5,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 3 - 5 - 1 ¥10,630 48 3連複 1 = 3 = 5 ¥1,610 8 2連単 3 - 5 ¥2,450 13 2連複 3 = 5 ¥1,360 7 拡連複 3 = 5 ¥500 9 1 = 3 ¥370 6 1 = 5 ¥500 9 単勝 3 ¥740 複勝 3 ¥220 5 ¥630",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010904,2023-01-01,09,津,4,6,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 3 - 5 - 1 ¥10,630 48 3連複 1 = 3 = 5 ¥1,610 8 2連単 3 - 5 ¥2,450 13 2連複 3 = 5 ¥1,360 7 拡連複 3 = 5 ¥500 9 1 = 3 ¥370 6 1 = 5 ¥500 9 単勝 3 ¥740 複勝 3 ¥220 5 ¥630",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010905,2023-01-01,09,津,5,1,5,5,,,,2,5,,,,,勝式 組番 払戻金 人気 3連単 1 - 3 - 2 ¥580 2 3連複 1 = 2 = 3 ¥210 1 2連単 1 - 3 ¥270 2 2連複 1 = 3 ¥280 2 拡連複 1 = 3 ¥170 3 1 = 2 ¥170 2 2 = 3 ¥290 5 単勝 1 ¥120 複勝 1 ¥100 3 ¥160,水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010905,2023-01-01,09,津,5,2,4,4,,,,5,1,,,,,勝式 組番 払戻金 人気 3連単 1 - 3 - 2 ¥580 2 3連複 1 = 2 = 3 ¥210 1 2連単 1 - 3 ¥270 2 2連複 1 = 3 ¥280 2 拡連複 1 = 3 ¥170 3 1 = 2 ¥170 2 2 = 3 ¥290 5 単勝 1 ¥120 複勝 1 ¥100 3 ¥160,水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010905,2023-01-01,09,津,5,3,1,1,4,,,2,,,,,,勝式 組番 払戻金 人気 3連単 1 - 3 - 2 ¥580 2 3連複 1 = 2 = 3 ¥210 1 2連単 1 - 3 ¥270 2 2連複 1 = 3 ¥280 2 拡連複 1 = 3 ¥170 3 1 = 2 ¥170 2 2 = 3 ¥290 5 単勝 1 ¥120 複勝 1 ¥100 3 ¥160,水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010905,2023-01-01,09,津,5,4,3,3,5,,,1,,,,,,勝式 組番 払戻金 人気 3連単 1 - 3 - 2 ¥580 2 3連複 1 = 2 = 3 ¥210 1 2連単 1 - 3 ¥270 2 2連複 1 = 3 ¥280 2 拡連複 1 = 3 ¥170 3 1 = 2 ¥170 2 2 = 3 ¥290 5 単勝 1 ¥120 複勝 1 ¥100 3 ¥160,水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010905,2023-01-01,09,津,5,5,5,5,6,,,6,,,,,,勝式 組番 払戻金 人気 3連単 1 - 3 - 2 ¥580 2 3連複 1 = 2 = 3 ¥210 1 2連単 1 - 3 ¥270 2 2連複 1 = 3 ¥280 2 拡連複 1 = 3 ¥170 3 1 = 2 ¥170 2 2 = 3 ¥290 5 単勝 1 ¥120 複勝 1 ¥100 3 ¥160,水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010905,2023-01-01,09,津,5,6,4,4,2,,,3,1,,,,,勝式 組番 払戻金 人気 3連単 1 - 3 - 2 ¥580 2 3連複 1 = 2 = 3 ¥210 1 2連単 1 - 3 ¥270 2 2連複 1 = 3 ¥280 2 拡連複 1 = 3 ¥170 3 1 = 2 ¥170 2 2 = 3 ¥290 5 単勝 1 ¥120 複勝 1 ¥100 3 ¥160,水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010906,2023-01-01,09,津,6,1,4,4,6,,,6,,,,,,"勝式 組番 払戻金 人気 3連単 2 - 5 - 1 ¥1,630 6 3連複 1 = 2 = 5 ¥260 1 2連単 2 - 5 ¥650 3 2連複 2 = 5 ¥380 2 拡連複 2 = 5 ¥150 1 1 = 2 ¥170 2 1 = 5 ¥190 5 単勝 2 ¥120 複勝 2 ¥140 5 ¥120",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010906,2023-01-01,09,津,6,2,3,3,4,,,1,,,,,,"勝式 組番 払戻金 人気 3連単 2 - 5 - 1 ¥1,630 6 3連複 1 = 2 = 5 ¥260 1 2連単 2 - 5 ¥650 3 2連複 2 = 5 ¥380 2 拡連複 2 = 5 ¥150 1 1 = 2 ¥170 2 1 = 5 ¥190 5 単勝 2 ¥120 複勝 2 ¥140 5 ¥120",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010906,2023-01-01,09,津,6,3,2,2,,,,6,4,,,,,"勝式 組番 払戻金 人気 3連単 2 - 5 - 1 ¥1,630 6 3連複 1 = 2 = 5 ¥260 1 2連単 2 - 5 ¥650 3 2連複 2 = 5 ¥380 2 拡連複 2 = 5 ¥150 1 1 = 2 ¥170 2 1 = 5 ¥190 5 単勝 2 ¥120 複勝 2 ¥140 5 ¥120",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010906,2023-01-01,09,津,6,4,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 2 - 5 - 1 ¥1,630 6 3連複 1 = 2 = 5 ¥260 1 2連単 2 - 5 ¥650 3 2連複 2 = 5 ¥380 2 拡連複 2 = 5 ¥150 1 1 = 2 ¥170 2 1 = 5 ¥190 5 単勝 2 ¥120 複勝 2 ¥140 5 ¥120",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010906,2023-01-01,09,津,6,5,2,2,,,,3,4,,,,,"勝式 組番 払戻金 人気 3連単 2 - 5 - 1 ¥1,630 6 3連複 1 = 2 = 5 ¥260 1 2連単 2 - 5 ¥650 3 2連複 2 = 5 ¥380 2 拡連複 2 = 5 ¥150 1 1 = 2 ¥170 2 1 = 5 ¥190 5 単勝 2 ¥120 複勝 2 ¥140 5 ¥120",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010906,2023-01-01,09,津,6,6,3,3,,,,4,1,,,,,"勝式 組番 払戻金 人気 3連単 2 - 5 - 1 ¥1,630 6 3連複 1 = 2 = 5 ¥260 1 2連単 2 - 5 ¥650 3 2連複 2 = 5 ¥380 2 拡連複 2 = 5 ¥150 1 1 = 2 ¥170 2 1 = 5 ¥190 5 単勝 2 ¥120 複勝 2 ¥140 5 ¥120",水面気象情報 気温 11.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010907,2023-01-01,09,津,7,1,,,,,,,,,,,,勝式 組番 払戻金 人気 3連単 2 - 3 - 4 ¥600 3 3連複 2 = 3 = 4 ¥120 1 2連単 2 - 3 ¥470 2 2連複 2 = 3 ¥200 1 拡連複 2 = 3 ¥100 2 2 = 4 ¥100 3 3 = 4 ¥100 1 単勝 2 ¥170 複勝 2 ¥150 3 ¥100,水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010907,2023-01-01,09,津,7,2,6,6,,,,5,,,,,,勝式 組番 払戻金 人気 3連単 2 - 3 - 4 ¥600 3 3連複 2 = 3 = 4 ¥120 1 2連単 2 - 3 ¥470 2 2連複 2 = 3 ¥200 1 拡連複 2 = 3 ¥100 2 2 = 4 ¥100 3 3 = 4 ¥100 1 単勝 2 ¥170 複勝 2 ¥150 3 ¥100,水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010907,2023-01-01,09,津,7,3,,,,,,,,,,,,勝式 組番 払戻金 人気 3連単 2 - 3 - 4 ¥600 3 3連複 2 = 3 = 4 ¥120 1 2連単 2 - 3 ¥470 2 2連複 2 = 3 ¥200 1 拡連複 2 = 3 ¥100 2 2 = 4 ¥100 3 3 = 4 ¥100 1 単勝 2 ¥170 複勝 2 ¥150 3 ¥100,水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010907,2023-01-01,09,津,7,4,3,3,6,,,1,,,,,,勝式 組番 払戻金 人気 3連単 2 - 3 - 4 ¥600 3 3連複 2 = 3 = 4 ¥120 1 2連単 2 - 3 ¥470 2 2連複 2 = 3 ¥200 1 拡連複 2 = 3 ¥100 2 2 = 4 ¥100 3 3 = 4 ¥100 1 単勝 2 ¥170 複勝 2 ¥150 3 ¥100,水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010907,2023-01-01,09,津,7,5,,,,,,,,,,,,勝式 組番 払戻金 人気 3連単 2 - 3 - 4 ¥600 3 3連複 2 = 3 = 4 ¥120 1 2連単 2 - 3 ¥470 2 2連複 2 = 3 ¥200 1 拡連複 2 = 3 ¥100 2 2 = 4 ¥100 3 3 = 4 ¥100 1 単勝 2 ¥170 複勝 2 ¥150 3 ¥100,水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010907,2023-01-01,09,津,7,6,5,5,,,,6,5,,,,,勝式 組番 払戻金 人気 3連単 2 - 3 - 4 ¥600 3 3連複 2 = 3 = 4 ¥120 1 2連単 2 - 3 ¥470 2 2連複 2 = 3 ¥200 1 拡連複 2 = 3 ¥100 2 2 = 4 ¥100 3 3 = 4 ¥100 1 単勝 2 ¥170 複勝 2 ¥150 3 ¥100,水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010908,2023-01-01,09,津,8,1,1,1,2,,,2,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 1 - 3 ¥20,720 50 3連複 1 = 3 = 4 ¥1,180 4 2連単 4 - 1 ¥2,940 10 2連複 1 = 4 ¥850 4 拡連複 1 = 4 ¥340 7 3 = 4 ¥310 4 1 = 3 ¥120 1 単勝 4 ¥440 複勝 4 ¥230 1 ¥120",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010908,2023-01-01,09,津,8,2,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 1 - 3 ¥20,720 50 3連複 1 = 3 = 4 ¥1,180 4 2連単 4 - 1 ¥2,940 10 2連複 1 = 4 ¥850 4 拡連複 1 = 4 ¥340 7 3 = 4 ¥310 4 1 = 3 ¥120 1 単勝 4 ¥440 複勝 4 ¥230 1 ¥120",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010908,2023-01-01,09,津,8,3,4,4,1,,,2,4,,,,,"勝式 組番 払戻金 人気 3連単 4 - 1 - 3 ¥20,720 50 3連複 1 = 3 = 4 ¥1,180 4 2連単 4 - 1 ¥2,940 10 2連複 1 = 4 ¥850 4 拡連複 1 = 4 ¥340 7 3 = 4 ¥310 4 1 = 3 ¥120 1 単勝 4 ¥440 複勝 4 ¥230 1 ¥120",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010908,2023-01-01,09,津,8,4,1,1,,,,2,5,,,,,"勝式 組番 払戻金 人気 3連単 4 - 1 - 3 ¥20,720 50 3連複 1 = 3 = 4 ¥1,180 4 2連単 4 - 1 ¥2,940 10 2連複 1 = 4 ¥850 4 拡連複 1 = 4 ¥340 7 3 = 4 ¥310 4 1 = 3 ¥120 1 単勝 4 ¥440 複勝 4 ¥230 1 ¥120",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010908,2023-01-01,09,津,8,5,6,6,6,,,6,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 1 - 3 ¥20,720 50 3連複 1 = 3 = 4 ¥1,180 4 2連単 4 - 1 ¥2,940 10 2連複 1 = 4 ¥850 4 拡連複 1 = 4 ¥340 7 3 = 4 ¥310 4 1 = 3 ¥120 1 単勝 4 ¥440 複勝 4 ¥230 1 ¥120",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010908,2023-01-01,09,津,8,6,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 1 - 3 ¥20,720 50 3連複 1 = 3 = 4 ¥1,180 4 2連単 4 - 1 ¥2,940 10 2連複 1 = 4 ¥850 4 拡連複 1 = 4 ¥340 7 3 = 4 ¥310 4 1 = 3 ¥120 1 単勝 4 ¥440 複勝 4 ¥230 1 ¥120",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010909,2023-01-01,09,津,9,1,3,3,4,,,5,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥1,280 4 3連複 1 = 2 = 5 ¥500 3 2連単 1 - 2 ¥420 1 2連複 1 = 2 ¥310 2 拡連複 1 = 2 ¥140 1 1 = 5 ¥240 5 2 = 5 ¥240 6 単勝 1 ¥1,590 複勝 1 ¥100 2 ¥150",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010909,2023-01-01,09,津,9,2,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥1,280 4 3連複 1 = 2 = 5 ¥500 3 2連単 1 - 2 ¥420 1 2連複 1 = 2 ¥310 2 拡連複 1 = 2 ¥140 1 1 = 5 ¥240 5 2 = 5 ¥240 6 単勝 1 ¥1,590 複勝 1 ¥100 2 ¥150",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010909,2023-01-01,09,津,9,3,2,2,,,,5,1,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥1,280 4 3連複 1 = 2 = 5 ¥500 3 2連単 1 - 2 ¥420 1 2連複 1 = 2 ¥310 2 拡連複 1 = 2 ¥140 1 1 = 5 ¥240 5 2 = 5 ¥240 6 単勝 1 ¥1,590 複勝 1 ¥100 2 ¥150",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010909,2023-01-01,09,津,9,4,6,6,5,,,3,1,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥1,280 4 3連複 1 = 2 = 5 ¥500 3 2連単 1 - 2 ¥420 1 2連複 1 = 2 ¥310 2 拡連複 1 = 2 ¥140 1 1 = 5 ¥240 5 2 = 5 ¥240 6 単勝 1 ¥1,590 複勝 1 ¥100 2 ¥150",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010909,2023-01-01,09,津,9,5,4,4,2,,,1,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥1,280 4 3連複 1 = 2 = 5 ¥500 3 2連単 1 - 2 ¥420 1 2連複 1 = 2 ¥310 2 拡連複 1 = 2 ¥140 1 1 = 5 ¥240 5 2 = 5 ¥240 6 単勝 1 ¥1,590 複勝 1 ¥100 2 ¥150",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010909,2023-01-01,09,津,9,6,4,4,2,,,3,1,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥1,280 4 3連複 1 = 2 = 5 ¥500 3 2連単 1 - 2 ¥420 1 2連複 1 = 2 ¥310 2 拡連複 1 = 2 ¥140 1 1 = 5 ¥240 5 2 = 5 ¥240 6 単勝 1 ¥1,590 複勝 1 ¥100 2 ¥150",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010910,2023-01-01,09,津,10,1,6,6,1,,,4,3,,,,,"勝式 組番 払戻金 人気 3連単 1 - 4 - 2 ¥3,470 14 3連複 1 = 2 = 4 ¥720 2 2連単 1 - 4 ¥1,080 5 2連複 1 = 4 ¥820 4 拡連複 1 = 4 ¥330 5 1 = 2 ¥130 1 2 = 4 ¥410 6 単勝 1 ¥370 複勝 1 ¥200 4 ¥600",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010910,2023-01-01,09,津,10,2,5,5,1,,,1,4,,,,,"勝式 組番 払戻金 人気 3連単 1 - 4 - 2 ¥3,470 14 3連複 1 = 2 = 4 ¥720 2 2連単 1 - 4 ¥1,080 5 2連複 1 = 4 ¥820 4 拡連複 1 = 4 ¥330 5 1 = 2 ¥130 1 2 = 4 ¥410 6 単勝 1 ¥370 複勝 1 ¥200 4 ¥600",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010910,2023-01-01,09,津,10,3,1,1,,,,3,2,,,,,"勝式 組番 払戻金 人気 3連単 1 - 4 - 2 ¥3,470 14 3連複 1 = 2 = 4 ¥720 2 2連単 1 - 4 ¥1,080 5 2連複 1 = 4 ¥820 4 拡連複 1 = 4 ¥330 5 1 = 2 ¥130 1 2 = 4 ¥410 6 単勝 1 ¥370 複勝 1 ¥200 4 ¥600",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010910,2023-01-01,09,津,10,4,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 4 - 2 ¥3,470 14 3連複 1 = 2 = 4 ¥720 2 2連単 1 - 4 ¥1,080 5 2連複 1 = 4 ¥820 4 拡連複 1 = 4 ¥330 5 1 = 2 ¥130 1 2 = 4 ¥410 6 単勝 1 ¥370 複勝 1 ¥200 4 ¥600",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010910,2023-01-01,09,津,10,5,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 4 - 2 ¥3,470 14 3連複 1 = 2 = 4 ¥720 2 2連単 1 - 4 ¥1,080 5 2連複 1 = 4 ¥820 4 拡連複 1 = 4 ¥330 5 1 = 2 ¥130 1 2 = 4 ¥410 6 単勝 1 ¥370 複勝 1 ¥200 4 ¥600",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010910,2023-01-01,09,津,10,6,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 4 - 2 ¥3,470 14 3連複 1 = 2 = 4 ¥720 2 2連単 1 - 4 ¥1,080 5 2連複 1 = 4 ¥820 4 拡連複 1 = 4 ¥330 5 1 = 2 ¥130 1 2 = 4 ¥410 6 単勝 1 ¥370 複勝 1 ¥200 4 ¥600",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010911,2023-01-01,09,津,11,1,3,3,,,,6,3,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 6 ¥2,770 12 3連複 1 = 2 = 6 ¥1,590 7 2連単 1 - 2 ¥250 1 2連複 1 = 2 ¥280 1 拡連複 1 = 2 ¥180 1 1 = 6 ¥600 11 2 = 6 ¥820 13 単勝 1 ¥120 複勝 1 ¥210 2 ¥400",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010911,2023-01-01,09,津,11,2,3,3,4,,,1,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 6 ¥2,770 12 3連複 1 = 2 = 6 ¥1,590 7 2連単 1 - 2 ¥250 1 2連複 1 = 2 ¥280 1 拡連複 1 = 2 ¥180 1 1 = 6 ¥600 11 2 = 6 ¥820 13 単勝 1 ¥120 複勝 1 ¥210 2 ¥400",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010911,2023-01-01,09,津,11,3,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 6 ¥2,770 12 3連複 1 = 2 = 6 ¥1,590 7 2連単 1 - 2 ¥250 1 2連複 1 = 2 ¥280 1 拡連複 1 = 2 ¥180 1 1 = 6 ¥600 11 2 = 6 ¥820 13 単勝 1 ¥120 複勝 1 ¥210 2 ¥400",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
202301010911,2023-01-01,09,津,11,4,2,2,1,,,5,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 2 - 6 ¥2,770 12 3連複 1 = 2 = 6 ¥1,590 7 2連単 1 - 2 ¥250 1 2連複 1 = 2 ¥280 1 拡連複 1 = 2 ¥180 1 1 = 6 ¥600 11 2 = 6 ¥820 13 単勝 1 ¥120 複勝 1 ¥210 2 ¥400",水面気象情報 気温 12.0℃ 晴 風速 5m 水温 6.0℃ 波高 3cm スタンド
